11900	Smoking	Elegancki garnitur - w sam raz na œlub.
711173	Pieczêæ Wilka (nieb.)	Czar Pieczêci wzywa potê¿nego Ducha Zwierz¹t, aby ciê szybko przenieœæ do miejsca twojego wyboru.	
711174	Pieczêæ Wilka (nieb.)	Czar Pieczêci wzywa potê¿nego Ducha Zwierz¹t, aby ciê szybko przenieœæ do miejsca twojego wyboru.	
711191	Pieczêæ Tygrysa (nieb.)	Czar Pieczêci wzywa potê¿nego Ducha Zwierz¹t, aby ciê szybko przenieœæ do miejsca twojego wyboru.	
711192	Pieczêæ Tygrysa (nieb.)	Czar Pieczêci wzywa potê¿nego Ducha Zwierz¹t, aby ciê szybko przenieœæ do miejsca twojego wyboru.	
711193	Pieczêæ Tygrysa (nieb.)	Czar Pieczêci wzywa potê¿nego Ducha Zwierz¹t, aby ciê szybko przenieœæ do miejsca twojego wyboru.	
711194	Pieczêæ Tygrysa (nieb.)	Czar Pieczêci wzywa potê¿nego Ducha Zwierz¹t, aby ciê szybko przenieœæ do miejsca twojego wyboru.	
711211	Pieczêæ Lwa (niebieska)	Czar Pieczêci wzywa potê¿nego Ducha Zwierz¹t, aby ciê szybko przenieœæ do miejsca twojego wyboru.	
711212	Pieczêæ Lwa (niebieska)	Czar Pieczêci wzywa potê¿nego Ducha Zwierz¹t, aby ciê szybko przenieœæ do miejsca twojego wyboru.	
711213	Pieczêæ Lwa (niebieska)	Czar Pieczêci wzywa potê¿nego Ducha Zwierz¹t, aby ciê szybko przenieœæ do miejsca twojego wyboru.	
711214	Pieczêæ Lwa (niebieska)	Czar Pieczêci wzywa potê¿nego Ducha Zwierz¹t, aby ciê szybko przenieœæ do miejsca twojego wyboru.	
11980	Królewska Toga	Toga w barwach królestwa Shinsoo.
11981	Królewska Toga	Toga w barwach królestwa Jinno.
50039	Srebrny Certyfikat	Ten certyfikat awansuje Twojego konia do 11. poziomu.
50040	Z³oty Certyfikat	Ten certyfikat awansuje Twojego konia do 21. poziomu.
